compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00007545,251324,Walthall County General Hospital,100 Hospital Drive,Tylertown,MS,39667,1,HSI00000371,Forrest Health,Hattiesburg,MS
CHSP00003350,251322,Laird Hospital,25117 Highway 15,Union,MS,39365,1,HSI00000896,Rush Health Systems,Meridian,MS
CHSP00007840,250061,Yalobusha General Hospital,630 South Main,Water Valley,MS,38965,1,,,,
CHSP00004569,250067,Clay County Medical Corporation,835 Medical Center Drive,West Point,MS,39773,1,HSI00000750,North Mississippi Health Services,Tupelo,MS
CHSP00007586,250077,Wayne General Hospital,950 Matthew Drive,Waynesboro,MS,39367,1,,,,
CHSP00007106,251312,Tyler Holmes Memorial Hospital,409 Tyler Holmes Drive,Winona,MS,38967,1,,,,
CHSP00000415,251313,Baptist Medical Center - Yazoo,823 Grand Avenue,Yazoo City,MS,39194,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00000420,250141,Baptist Mem Hospital Desoto,7601 Southcrest Parkway,Southaven,MS,38671,1,HSI00000081,Baptist Memorial Health Care Corporation,Memphis,TN
CHSP00004087,250128,Merit Health Batesville,303 Medical Center Drive,Batesville,MS,38606,1,HSI00000295,Curae Health,Clinton,TN
CHSP00002980,250060,Jefferson County Hospital,870 South Main Street,Fayette,MS,39069,1,,,,
CHSP00004565,250020,Webster Health Services,70 Medical Plaza,Eupora,MS,39744,1,HSI00000750,North Mississippi Health Services,Tupelo,MS
CHSP00004459,250043,Neshoba County General Hospital,1001 Holland Avenue,Philadelphia,MS,39350,1,,,,
CHSP00005029,251333,Pearl River County Hospital,305 West Moody Street,Poplarville,MS,39470,1,,,,
CHSP00005066,251306,Perry County General Hospital,206 Bay Avenue,Richton,MS,39476,1,,,,
CHSP00006085,250079,Sharkey-Issaquena Comm Hospital,108 South Fourth Street,Rolling Fork,MS,39159,1,,,,
CHSP00003010,251335,John C. Stennis Memorial Hospital,14365 Highway 16 West,De Kalb,MS,39328,1,HSI00000896,Rush Health Systems,Meridian,MS
CHSP00004998,250163,Patients Choice Med Cnt-Smith Cnty,347 Magnolia Drive,Raleigh,MS,39153,1,,,,
CHSP00005088,240196,Phillips Eye Institute,2215 Park Avenue,Minneapolis,MN,55404,0,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00007320,240080,University Of Minnesota Medical Ctr,2450 Riverside Avenue,Minneapolis,MN,55454,1,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00001940,240050,Fairview Lakes Regional Medical Ctr,5200 Fairview Boulevard,Wyoming,MN,55092,1,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00007815,240213,Healtheast Woodwinds Hospital,1925 Woodwinds Drive,Woodbury,MN,55125,1,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00001885,241313,Bridges Medical Center,201 9th Street West,Ada,MN,56510,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00001346,244012,Alexandria Behavorial Health Hsp,1610 8th Avenue East,Alexandria,MN,56308,0,,,,
CHSP00001347,244011,Annandale Behavioral Health Hsp,400 Annandale Boulevard,Annandale,MN,55302,0,,,,
CHSP00001350,244017,Cbhh- Rochester,251 Wood Lake Drive Se,Rochester,MN,55904,0,,,,
CHSP00001348,244015,Baxter Behavorial Health Hsp,14241 Grand Oaks Drive,Baxter,MN,56425,0,,,,
CHSP00005562,241305,Riverwood Healthcare Center,200 Bunker Hill Drive,Aitkin,MN,56431,1,,,,
CHSP00003776,240043,Mayo Clnic Hlth Sys-Albrt Lea Austin,404 West Fountain Street,Albert Lea,MN,56007,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00001713,240030,Douglas County Hospital,111 17th Avenue East,Alexandria,MN,56308,1,,,,
CHSP00000195,244002,Anoka-Metro Regional Treatment Ctr.,3301 Seventh Avenue,Anoka,MN,55303,0,,,,
CHSP00004003,240115,Mercy Hospital,4050 Coon Rapids Boulevard,Coon Rapids,MN,55433,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00000202,241341,Appleton Municipal Hospital,30 South Behl Street,Appleton,MN,56208,1,,,,
CHSP00005513,241311,Sibley Medical Center,601 West Chandler Street,Arlington,MN,55307,1,HSI00000881,Ridgeview Medical Center,Waconia,MN
CHSP00001889,241340,Northern Pines Medical Center,5211 Highway 110,Aurora,MN,55705,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00003788,240117,Mayo Clinic Health System-Albert Lea And Austin,1000 First Drive Nw,Austin,MN,55912,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00005854,241328,Sanford Bagley Medical Center,203 Fourth Street Nw,Bagley,MN,56621,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00000804,241301,Lakewood Health Center,600 Main Avenue South,Baudette,MN,56623,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00005855,240100,Sanford Bemidji,1300 Anne Street Nw,Bemidji,MN,56601,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00006765,241365,Swift County - Benson,1815 Wisconsin Avenue,Benson,MN,56215,1,,,,
CHSP00000619,241316,Northern Itasca Hospital District,258 Pine Tree Drive,Bigfork,MN,56628,1,,,,
CHSP00003696,240214,Maple Grove Hospital,9875 Hospital Drive,Maple Grove,MN,55369,1,HSI00000749,North Memorial Health Care,Robbinsdale,MN
CHSP00007223,241369,United Hospital District,515 South Moore Street,Blue Earth,MN,56013,1,,,,
CHSP00001891,240075,St. Josephs Medical Center,523 North Third Street,Brainerd,MN,56401,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00000813,241377,St. Francis Medical Center,2400 St Francis Drive,Breckenridge,MN,56520,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00000764,240076,Buffalo Hospital,303 Catlin Street,Buffalo,MN,55313,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00007967,244014,Bemidji Behavorial Health Hsp,800 Bemidji Avenue North,Bemidji,MN,56601,0,,,,
CHSP00000887,240020,Cambridge Medical Center,701 South Dellwood Street,Cambridge,MN,55008,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00005857,241347,Sanford Hospital Canby,112 St Olaf Avenue South,Canby,MN,56220,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00003777,241346,Cannon Falls Medical Center - Mayo,32021 County Road 24 Boulevard,Cannon Falls,MN,55009,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00007116,241358,Cass Lake Indian Hospital,425 7th Street North West,Cass Lake,MN,56633,0,,,,
CHSP00001394,241364,Community Memorial Hospital,512 Skyline Boulevard,Cloquet,MN,55720,1,HSI00000258,Community Memorial Hospital Association,Cloquet,MN
CHSP00001443,241312,Cook Hospital,10 Fifth Street Se,Cook,MN,55723,1,,,,
CHSP00005534,241320,Riverview Healthcare Association,323 South Minnesota Street,Crookston,MN,56716,1,,,,
CHSP00001570,241353,Cuyuna Regional Medical Center,320 East Main Street,Crosby,MN,56441,1,,,,
CHSP00003033,241314,Johnson Memorial Hospital,1282 Walnut Street,Dawson,MN,56232,1,,,,
CHSP00001895,241360,Deer River Healthcare Center,115 10th Avenue Ne,Deer River,MN,56636,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00001892,240101,St. Marys Regional Health Center,1027 Washington Avenue,Detroit Lakes,MN,56501,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00001886,240019,Smdc Medical Center,502 East Second Street,Duluth,MN,55805,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00006528,240047,St. Lukes Hospital Of Duluth,915 East First Street,Duluth,MN,55805,1,HSI00000937,Saint Lukes Hospital of Duluth,Duluth,MN
CHSP00001894,240002,St. Marys Medical Center,407 East Third Street,Duluth,MN,55805,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00005212,241379,Prairie Ridge Hospital,1411 Highway 79 East,Elbow Lake,MN,56531,1,,,,
CHSP00001848,241318,Ely-Bloomenson Community Hospital,328 West Conan Street,Ely,MN,55731,1,,,,
CHSP00003779,240166,Mayo Clinic Health System-Fairmont,800 Medical Center Drive,Fairmont,MN,56031,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00001138,244005,Child & Adolescent Beh. Health Srvs.,1701 Technology Drive Northeast,Willmar,MN,56201,0,,,,
CHSP00008228,244016,Prairiecare,9400 Zane Avenue North,Brooklyn Park,MN,55443,0,,,,
CHSP00001155,243302,Childrens Health Care,2525 Chicago Avenue South,Minneapolis,MN,55404,1,HSI00000207,Children's Minnesota,Minneapolis,MN
CHSP00003790,240010,Mayo Clinic Hospital Rochester,1216 Second Street Sw,Rochester,MN,55902,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00001680,240071,District One Hospital,200 State Avenue,Faribault,MN,55021,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00008308,244018,Sanford Behavioral Health,120 Labree Avenue South,Thief River Falls,MN,56701,0,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00001349,244013,Fergus Falls Cbhh,1801 West Alcott Avenue,Fergus Falls,MN,56537,0,,,,
CHSP00003368,240052,Lake Region Healthcare,712 South Cascade Street,Fergus Falls,MN,56537,1,HSI00000567,Lake Region Healthcare,Fergus Falls,MN
CHSP00001888,241357,First Care Medical Services,900 Hilligoss Boulevard Se,Fosston,MN,56542,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00002216,241355,Glencoe Regional Health Services,1805 Hennepin Avenue North,Glencoe,MN,55336,1,HSI00000464,HealthPartners,Minneapolis,MN
CHSP00002208,241376,Glacial Ridge Hospital,10 Fourth Avenue Se,Glenwood,MN,56334,1,,,,
CHSP00001896,241321,Graceville Health Center,115 West Second Street,Graceville,MN,56240,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00004579,241317,Cook County Hospital District,515 5th Avenue West,Grand Marais,MN,55604,1,,,,
CHSP00002281,240064,Grand Itasca Clinic And Hospital,1601 Golf Course Road,Grand Rapids,MN,55744,1,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00002291,241343,Granite Falls Hospital,345 Tenth Avenue,Granite Falls,MN,56241,1,,,,
CHSP00003300,241336,Kittson Memorial Hospital,1010 South Birch Street,Hallock,MN,56728,1,,,,
CHSP00005429,240059,Regina Hospital,1175 Nininger Road,Hastings,MN,55033,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00002630,241339,Hendricks Community Hospital Assoc,503 East Lincoln Street,Hendricks,MN,56136,1,,,,
CHSP00005374,240040,Range Regional Health Services,750 East 34th Street,Hibbing,MN,55746,1,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00002835,240187,Hutchinson Health Care,1095 Highway 15 South,Hutchinson,MN,55350,1,HSI00000464,HealthPartners,Minneapolis,MN
CHSP00005369,241322,Intl Falls Memorial Hospital,1400 Highway 71,International Falls,MN,56649,1,,,,
CHSP00005865,241315,Sanford Medical Center Jackson,1430 North Highway,Jackson,MN,56143,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00003780,241338,Mayo Clnic Health System - Lake City,500 West Grant Street,Lake City,MN,55041,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00004235,241375,Minnesota Valley Health Center  Inc.,621 South Fourth Street,Le Sueur,MN,56058,1,HSI00000881,Ridgeview Medical Center,Waconia,MN
CHSP00003892,241366,Meeker County Memorial Hospital,612 South Sibley Avenue,Litchfield,MN,55355,1,,,,
CHSP00000814,241370,St. Gabriels Hospital,815 Second Street Se,Little Falls,MN,56345,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00001055,241326,Long Prairie Memorial Hospital,20 Ninth Street Se,Long Prairie,MN,56347,1,HSI00000193,CentraCare Health System,Saint Cloud,MN
CHSP00005866,241371,Sanford Hospital Luverne,1600 North Kniss Avenue,Luverne,MN,56156,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00003648,241323,Madelia Community Hospital,121 Drew Avenue Se,Madelia,MN,56062,1,,,,
CHSP00003655,241372,Madison Lutheran Home,900 Second Avenue,Madison,MN,56256,1,,,,
CHSP00003673,241300,Mahnomen Health Center,414 West Jefferson Avenue,Mahnomen,MN,56557,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00003781,240093,Mayo Clinic Health System Mankatko,1025 Marsh Street,Mankato,MN,56001,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00000329,241359,Avera Marshall Regional Medical Ctr,300 South Bruce Street,Marshall,MN,56258,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00001056,241330,Melrose Area Hospital Centracare,525 Main Street West,Melrose,MN,56352,1,HSI00000193,CentraCare Health System,Saint Cloud,MN
CHSP00000029,240057,Abbott Northwestern Hospital,800 East 28th Street,Minneapolis,MN,55407,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00006478,240210,Healtheast St Johns Hospital,1575 Beam Avenue,Maplewood,MN,55109,1,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00004957,240053,Park Nicollet Methodist Hospital,6500 Excelsior Boulevard,Saint Louis Park,MN,55426,1,HSI00000464,HealthPartners,Minneapolis,MN
CHSP00001945,240207,Fairview Ridges Hospital,201 East Nicollet Boulevard,Burnsville,MN,55337,1,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00005421,242005,Regency Hospital Of Minneapolis Llc,1300 Hidden Lakes Parkway,Golden Valley,MN,55422,0,,,,
CHSP00001946,240078,Fairview Southdale Hospital,6401 France Avenue South,Edina,MN,55435,1,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00002633,240004,Hennepin County Medical Center,701 Park Avenue South,Minneapolis,MN,55415,1,HSI00000473,Hennepin Health Care System,Minneapolis,MN
CHSP00006137,243303,Shriners Hospitals For Children,2025 East River Parkway,Minneapolis,MN,55414,0,HSI00000981,Shriners Hospitals for Children,Tampa,FL
CHSP00004231,24003F,Minneapolis Veterans Affairs Health Care System,One Veterans Drive,Minneapolis,MN,55417,0,,,,
CHSP00001192,241325,Chippewa County-Montevideo Hospital,824 North 11th Street,Montevideo,MN,56265,1,,,,
CHSP00001057,241362,Cch-Monticello,1013 Hart Boulevard,Monticello,MN,55362,1,HSI00000193,CentraCare Health System,Saint Cloud,MN
CHSP00004004,241350,Mercy Hospital & Health Care Center,4572 County Road 61,Moose Lake,MN,55767,1,,,,
CHSP00001997,241367,First Light Health System,301 South Highway 65 South,Mora,MN,55051,1,,,,
CHSP00006657,241363,Stevens Community Medical Center,400 East First Street,Morris,MN,56267,1,,,,
CHSP00003782,241361,Mayo Clinic Health Sys - New Prague,301 Second Street Ne,New Prague,MN,56071,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00004483,241378,New Ulm Medical Center,1324 Fifth Street North,New Ulm,MN,56073,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00004641,240014,Northfield City Hospital,2000 North Avenue,Northfield,MN,55057,1,HSI00000765,Northfield Hospital and Clinics,Northfield,MN
CHSP00005356,241306,Renville County Hospital And Clinics,100 Healthy Way,Olivia,MN,56277,1,,,,
CHSP00004205,241356,Mille Lacs Hospital,200 North Elm Street,Onamia,MN,56359,1,,,,
CHSP00004855,241342,Ortonville Area Health Services,450 Eastvold Avenue,Ortonville,MN,56278,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00004893,240069,Owatonna Hospital,2250 Nw 26th Street,Owatonna,MN,55060,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00000815,241380,St. Josephs Area Health Services,600 Pleasant Avenue,Park Rapids,MN,56470,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00001058,241349,Paynesville Area Hospital,200 West 1st Street,Paynesville,MN,56362,1,HSI00000193,CentraCare Health System,Saint Cloud,MN
CHSP00005062,241373,Perham Memorial Hospital And Home,1000 Coney Street West,Perham,MN,56573,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00005146,241374,Pipestone County Medical Center,916 4th Avenue Sw,Pipestone,MN,56164,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00001941,240141,Fairview Northland Reg,911 Northland Drive,Princeton,MN,55371,1,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00005395,240206,Red Lake Indian Hospital,24760 Hospital Drive,Red Lake,MN,56671,0,,,,
CHSP00003783,240018,Mayo Clinic Health System - Red Wing,701 Hewitt Boulevard,Red Wing,MN,55066,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00005404,241351,Redwood Area Hospital,100 Fallwood Road,Redwood Falls,MN,56283,1,,,,
CHSP00004562,240001,North Memorial Health Care,3300 Oakdale Avenue North,Robbinsdale,MN,55422,1,HSI00000749,North Memorial Health Care,Robbinsdale,MN
CHSP00004819,240006,Olmsted Medical Center,1650 Fourth Street Se,Rochester,MN,55904,1,HSI00000789,Olmsted Medical Center,Rochester,MN
CHSP00003519,241344,Lifecare Medical Center,715 Delmore Drive,Roseau,MN,56751,1,,,,
CHSP00006429,240036,St. Cloud Hospital,1406 Sixth Avenue North,Saint Cloud,MN,56303,1,HSI00000193,CentraCare Health System,Saint Cloud,MN
CHSP00006431,,St. Cloud Veterans Affairs Health Care System,4801 Veterans Drive,Saint Cloud,MN,56303,0,,,,
CHSP00003784,241333,Mayo Clinic Health Sys - St. James,1101 Moulton And Parsons Drive,Saint James,MN,56081,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00005450,240106,Regions Hospital,640 Jackson Street,Saint Paul,MN,55101,1,HSI00000464,HealthPartners,Minneapolis,MN
CHSP00000604,242004,Healtheast Bethesda Hospital,559 Capitol Boulevard,Saint Paul,MN,55103,0,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00007221,240038,United Hospital,333 North Smith Avenue,Saint Paul,MN,55102,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00002205,243300,Gillette Childrens Specialty Health,200 University Avenue East,Saint Paul,MN,55101,1,,,,
CHSP00006507,240063,Healtheast St Josephs Hospital,45 West 10th Street,Saint Paul,MN,55102,1,HSI00000357,Fairview Health Services,Minneapolis,MN
CHSP00005531,241334,Rivers Edge Hospital And Clinic,1900 North Sunrise Drive,Saint Peter,MN,56082,1,,,,
CHSP00001890,241309,Pine Medical Center,705 Lundorff Drive,Sandstone,MN,55072,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00001059,241368,Cch - Sauk Centre,425 North Elm Street,Sauk Centre,MN,56378,1,HSI00000193,CentraCare Health System,Saint Cloud,MN
CHSP00006458,240104,St. Francis Regional Medical Center,1455 St Francis Avenue,Shakopee,MN,55379,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00004386,241319,Murray County Memorial Hospital,2042 Juniper Avenue,Slayton,MN,56172,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00006178,241327,Sleepy Eye Municipal Hospital,400 Fourth Avenue Nw,Sleepy Eye,MN,56085,1,,,,
CHSP00003785,241352,Mayo Clinic Hlth Sys - Springfield,625 North Jackson Avenue,Springfield,MN,56087,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00003393,241329,Lakewood Health System,49725 County 83,Staples,MN,56479,1,,,,
CHSP00003386,240066,Lakeview Memorial,927 Churchill Street West,Stillwater,MN,55082,1,HSI00000464,HealthPartners,Minneapolis,MN
CHSP00005869,241381,Sanford Thief River Falls,3001 Sanford Parkway,Thief River Falls,MN,56701,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00005873,241303,Sanford Hospital Tracy,251 Fifth Street East,Tracy,MN,56175,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00003372,241308,Lake View Memorial Hospital,325 11th Avenue,Two Harbors,MN,55616,1,HSI00000937,Saint Lukes Hospital of Duluth,Duluth,MN
CHSP00007105,241348,Tyler Healthcare Center,240 Willow Street,Tyler,MN,56178,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00001897,240084,Essentia Health Virginia,901 Ninth Street North,Virginia,MN,55792,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00005711,241335,St. Elizabeth Hosp. Of Wabasha  Inc.,1200 Grant Boulevard West,Wabasha,MN,55981,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00005511,240056,Ridgeview Medical Center,500 South Maple Street,Waconia,MN,55387,1,HSI00000881,Ridgeview Medical Center,Waconia,MN
CHSP00007035,241354,Tri County Hospital,415 Jefferson Street North,Wadena,MN,56482,1,,,,
CHSP00004594,241337,North Valley Health Center,300 West Good Samaritan Drive,Warren,MN,56762,1,,,,
CHSP00003786,241345,Mayo Clinic Health System - Waseca,501 North State Street,Waseca,MN,56093,1,HSI00000631,Mayo Clinic,Rochester,MN
CHSP00005877,241302,Sanford Medical Center Westbrook,920 Bell Avenue,Westbrook,MN,56183,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00005878,241304,Sanford Medical Center Wheaton,401 12th Street North,Wheaton,MN,56296,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00005492,240088,Carris Health,301 Becker Avenue Sw,Willmar,MN,56201,1,HSI00000193,CentraCare Health System,Saint Cloud,MN
CHSP00007772,241332,Windom Area Hospital,2150 Hospital Drive,Windom,MN,56101,1,HSI00000958,Sanford Health,Sioux Falls,SD
CHSP00007781,240044,Winona Health Services,855 Mankato Avenue,Winona,MN,55987,1,HSI00001264,Winona Health,Winona,MN
