hospital,hospital_id,date,active_acute,active_icu,active_allbeds
Holy Cross Germantown,h47529315,2020-08-24,10,2,12
Holy Cross Germantown,h47529315,2020-08-25,10,2,12
Holy Cross Germantown,h47529315,2020-08-26,7,2,9
Holy Cross Germantown,h47529315,2020-08-27,9,2,11
Holy Cross Germantown,h47529315,2020-08-28,6,2,8
Holy Cross Germantown,h47529315,2020-08-29,3,3,6
Holy Cross Germantown,h47529315,2020-08-30,3,3,6
Holy Cross Germantown,h47529315,2020-08-31,5,3,8
Holy Cross Germantown,h47529315,2020-09-01,4,1,5
Holy Cross Germantown,h47529315,2020-09-02,4,2,6
Holy Cross Germantown,h47529315,2020-09-03,3,2,5
Holy Cross Germantown,h47529315,2020-09-04,4,1,5
Holy Cross Germantown,h47529315,2020-09-05,3,1,4
Holy Cross Germantown,h47529315,2020-09-06,3,0,3
Holy Cross Germantown,h47529315,2020-09-07,3,0,3
Holy Cross Germantown,h47529315,2020-09-08,4,0,4
Holy Cross Germantown,h47529315,2020-09-09,3,0,3
Holy Cross Germantown,h47529315,2020-09-10,2,0,2
Holy Cross Germantown,h47529315,2020-09-11,3,0,3
Holy Cross Germantown,h47529315,2020-09-12,4,0,4
Holy Cross Germantown,h47529315,2020-09-13,3,0,3
Holy Cross Germantown,h47529315,2020-09-14,4,0,4
Holy Cross Germantown,h47529315,2020-09-15,5,0,5
Holy Cross Germantown,h47529315,2020-09-16,5,1,6
Holy Cross Germantown,h47529315,2020-09-17,7,1,8
Holy Cross Germantown,h47529315,2020-09-18,8,1,9
Holy Cross Germantown,h47529315,2020-09-19,5,1,6
Holy Cross Germantown,h47529315,2020-09-20,6,1,7
Holy Cross Germantown,h47529315,2020-09-21,7,1,8
Holy Cross Germantown,h47529315,2020-09-22,6,1,7
Holy Cross Germantown,h47529315,2020-09-23,7,2,9
Holy Cross Germantown,h47529315,2020-09-24,4,1,5
Holy Cross Germantown,h47529315,2020-09-25,4,1,5
Holy Cross Germantown,h47529315,2020-09-26,3,1,4
Holy Cross Germantown,h47529315,2020-09-27,3,1,4
Holy Cross Germantown,h47529315,2020-09-28,4,1,5
Holy Cross Germantown,h47529315,2020-09-29,3,1,4
Holy Cross Germantown,h47529315,2020-09-30,4,1,5
Holy Cross Germantown,h47529315,2020-10-01,2,2,4
Holy Cross Germantown,h47529315,2020-10-02,3,2,5
Holy Cross Germantown,h47529315,2020-10-03,4,2,6
Holy Cross Germantown,h47529315,2020-10-04,5,2,7
Holy Cross Germantown,h47529315,2020-10-05,6,2,8
Holy Cross Germantown,h47529315,2020-10-06,9,2,11
Holy Cross Germantown,h47529315,2020-10-07,9,3,12
Holy Cross Germantown,h47529315,2020-10-08,7,3,10
Holy Cross Germantown,h47529315,2020-10-09,6,3,9
Holy Cross Germantown,h47529315,2020-10-10,8,3,11
Holy Cross Germantown,h47529315,2020-10-11,6,2,8
Holy Cross Germantown,h47529315,2020-10-12,7,2,9
Holy Cross Germantown,h47529315,2020-10-13,8,1,9
Holy Cross Germantown,h47529315,2020-10-14,8,1,9
Holy Cross Germantown,h47529315,2020-10-15,5,1,6
Holy Cross Germantown,h47529315,2020-10-16,2,2,4
Holy Cross Germantown,h47529315,2020-10-17,3,2,5
Holy Cross Germantown,h47529315,2020-10-18,4,2,6
Holy Cross Germantown,h47529315,2020-10-19,5,2,7
Holy Cross Germantown,h47529315,2020-10-20,12,3,15
Holy Cross Germantown,h47529315,2020-10-21,7,3,10
Holy Cross Germantown,h47529315,2020-10-22,7,3,10
Holy Cross Germantown,h47529315,2020-10-23,5,3,8
Holy Cross Germantown,h47529315,2020-10-24,4,3,7
Holy Cross Germantown,h47529315,2020-10-25,4,4,8
Holy Cross Germantown,h47529315,2020-10-26,4,4,8
Holy Cross Germantown,h47529315,2020-10-27,4,5,9
Holy Cross Germantown,h47529315,2020-10-28,3,5,8
Holy Cross Germantown,h47529315,2020-10-29,4,5,9
Holy Cross Germantown,h47529315,2020-10-30,6,5,11
Holy Cross Germantown,h47529315,2020-10-31,9,4,13
Holy Cross Germantown,h47529315,2020-11-01,12,3,15
Holy Cross Germantown,h47529315,2020-11-02,11,3,14
Holy Cross Germantown,h47529315,2020-11-03,11,3,14
Holy Cross Germantown,h47529315,2020-11-04,8,4,12
Holy Cross Germantown,h47529315,2020-11-05,11,4,15
Holy Cross Germantown,h47529315,2020-11-06,13,3,16
Holy Cross Germantown,h47529315,2020-11-07,13,3,16
Holy Cross Germantown,h47529315,2020-11-08,14,4,18
Holy Cross Germantown,h47529315,2020-11-09,16,4,20
Holy Cross Germantown,h47529315,2020-11-10,16,4,20
Holy Cross Germantown,h47529315,2020-11-11,11,4,15
Holy Cross Germantown,h47529315,2020-11-12,9,4,13
Holy Cross Germantown,h47529315,2020-11-13,8,3,11
Holy Cross Germantown,h47529315,2020-11-14,7,5,12
Holy Cross Germantown,h47529315,2020-11-15,7,3,10
Holy Cross Germantown,h47529315,2020-11-16,11,3,14
Holy Cross Germantown,h47529315,2020-11-17,11,3,14
Holy Cross Germantown,h47529315,2020-11-18,14,2,16
Holy Cross Germantown,h47529315,2020-11-19,13,3,16
Holy Cross Germantown,h47529315,2020-11-20,12,3,15
Holy Cross Germantown,h47529315,2020-11-21,15,2,17
Holy Cross Germantown,h47529315,2020-11-22,16,3,19
Holy Cross Germantown,h47529315,2020-11-23,22,3,25
Holy Cross Germantown,h47529315,2020-11-24,19,4,23
Holy Cross Germantown,h47529315,2020-11-25,17,5,22
Holy Cross Germantown,h47529315,2020-11-26,12,4,16
Holy Cross Germantown,h47529315,2020-11-27,7,3,10
Holy Cross Germantown,h47529315,2020-11-28,9,6,15
Holy Cross Germantown,h47529315,2020-11-29,10,5,15
Holy Cross Germantown,h47529315,2020-11-30,8,6,14
Holy Cross Hospital,h32841492,2020-03-25,4,2,6
Holy Cross Hospital,h32841492,2020-03-26,6,1,7
Holy Cross Hospital,h32841492,2020-03-27,14,3,17
Holy Cross Hospital,h32841492,2020-03-28,13,5,18
Holy Cross Hospital,h32841492,2020-03-29,15,4,19
Holy Cross Hospital,h32841492,2020-03-30,14,4,18
Holy Cross Hospital,h32841492,2020-03-31,10,17,27
Holy Cross Hospital,h32841492,2020-04-01,,,
Holy Cross Hospital,h32841492,2020-04-02,11,12,23
Holy Cross Hospital,h32841492,2020-04-03,12,16,28
Holy Cross Hospital,h32841492,2020-04-04,3,5,8
Holy Cross Hospital,h32841492,2020-04-05,18,19,37
Holy Cross Hospital,h32841492,2020-04-06,15,25,40
Holy Cross Hospital,h32841492,2020-04-07,19,29,48
Holy Cross Hospital,h32841492,2020-04-08,20,27,47
Holy Cross Hospital,h32841492,2020-04-09,21,27,48
Holy Cross Hospital,h32841492,2020-04-10,36,27,63
Holy Cross Hospital,h32841492,2020-04-11,34,34,68
Holy Cross Hospital,h32841492,2020-04-12,39,38,77
Holy Cross Hospital,h32841492,2020-04-13,32,42,74
Holy Cross Hospital,h32841492,2020-04-14,33,39,72
Holy Cross Hospital,h32841492,2020-04-15,34,36,70
Holy Cross Hospital,h32841492,2020-04-16,41,36,77
Holy Cross Hospital,h32841492,2020-04-17,40,44,84
Holy Cross Hospital,h32841492,2020-04-18,55,37,92
Holy Cross Hospital,h32841492,2020-04-19,61,42,103
Holy Cross Hospital,h32841492,2020-04-20,67,45,112
Holy Cross Hospital,h32841492,2020-04-21,47,47,94
Holy Cross Hospital,h32841492,2020-04-22,51,46,97
Holy Cross Hospital,h32841492,2020-04-23,54,40,94
Holy Cross Hospital,h32841492,2020-04-24,49,40,89
Holy Cross Hospital,h32841492,2020-04-25,60,39,99
Holy Cross Hospital,h32841492,2020-04-26,64,45,109
Holy Cross Hospital,h32841492,2020-04-27,46,45,91
Holy Cross Hospital,h32841492,2020-04-28,59,47,106
Holy Cross Hospital,h32841492,2020-04-29,61,50,111
Holy Cross Hospital,h32841492,2020-04-30,63,48,111
Holy Cross Hospital,h32841492,2020-05-01,59,46,105
Holy Cross Hospital,h32841492,2020-05-02,65,43,108
Holy Cross Hospital,h32841492,2020-05-03,60,47,107
Holy Cross Hospital,h32841492,2020-05-04,67,50,117
Holy Cross Hospital,h32841492,2020-05-05,63,57,120
Holy Cross Hospital,h32841492,2020-05-06,53,48,101
Holy Cross Hospital,h32841492,2020-05-07,63,46,109
Holy Cross Hospital,h32841492,2020-05-08,75,46,121
Holy Cross Hospital,h32841492,2020-05-09,59,52,111
Holy Cross Hospital,h32841492,2020-05-10,53,48,101
Holy Cross Hospital,h32841492,2020-05-11,57,53,110
Holy Cross Hospital,h32841492,2020-05-12,58,50,108
Holy Cross Hospital,h32841492,2020-05-13,65,49,114
Holy Cross Hospital,h32841492,2020-05-14,58,56,114
Holy Cross Hospital,h32841492,2020-05-15,61,62,123
Holy Cross Hospital,h32841492,2020-05-16,63,54,117
Holy Cross Hospital,h32841492,2020-05-17,67,50,117
Holy Cross Hospital,h32841492,2020-05-18,51,51,102
Holy Cross Hospital,h32841492,2020-05-19,59,50,109
Holy Cross Hospital,h32841492,2020-05-20,70,39,109
Holy Cross Hospital,h32841492,2020-05-21,75,42,117
Holy Cross Hospital,h32841492,2020-05-22,61,47,108
Holy Cross Hospital,h32841492,2020-05-23,59,43,102
Holy Cross Hospital,h32841492,2020-05-24,53,45,98
Holy Cross Hospital,h32841492,2020-05-25,61,39,100
Holy Cross Hospital,h32841492,2020-05-26,62,39,101
Holy Cross Hospital,h32841492,2020-05-27,64,41,105
Holy Cross Hospital,h32841492,2020-05-28,60,42,102
Holy Cross Hospital,h32841492,2020-05-29,63,38,101
Holy Cross Hospital,h32841492,2020-05-30,55,41,96
Holy Cross Hospital,h32841492,2020-05-31,56,44,100
Holy Cross Hospital,h32841492,2020-06-01,60,39,99
Holy Cross Hospital,h32841492,2020-06-02,53,42,95
Holy Cross Hospital,h32841492,2020-06-03,55,41,96
Holy Cross Hospital,h32841492,2020-06-04,62,41,103
Holy Cross Hospital,h32841492,2020-06-05,66,40,106
Holy Cross Hospital,h32841492,2020-06-06,63,39,102
Holy Cross Hospital,h32841492,2020-06-07,52,38,90
Holy Cross Hospital,h32841492,2020-06-08,46,36,82
Holy Cross Hospital,h32841492,2020-06-09,37,39,76
Holy Cross Hospital,h32841492,2020-06-10,40,41,81
Holy Cross Hospital,h32841492,2020-06-11,33,37,70
Holy Cross Hospital,h32841492,2020-06-12,32,36,68
Holy Cross Hospital,h32841492,2020-06-13,31,40,71
Holy Cross Hospital,h32841492,2020-06-14,36,34,70
Holy Cross Hospital,h32841492,2020-06-15,31,36,67
Holy Cross Hospital,h32841492,2020-06-16,27,38,65
Holy Cross Hospital,h32841492,2020-06-17,12,34,46
Holy Cross Hospital,h32841492,2020-06-18,16,34,50
Holy Cross Hospital,h32841492,2020-06-19,36,30,66
Holy Cross Hospital,h32841492,2020-06-20,38,28,66
Holy Cross Hospital,h32841492,2020-06-21,39,27,66
Holy Cross Hospital,h32841492,2020-06-22,37,23,60
Holy Cross Hospital,h32841492,2020-06-23,38,21,59
Holy Cross Hospital,h32841492,2020-06-24,33,25,58
Holy Cross Hospital,h32841492,2020-06-25,33,17,50
Holy Cross Hospital,h32841492,2020-06-26,29,19,48
Holy Cross Hospital,h32841492,2020-06-27,20,18,38
Holy Cross Hospital,h32841492,2020-06-28,12,23,35
Holy Cross Hospital,h32841492,2020-06-29,19,17,36
Holy Cross Hospital,h32841492,2020-06-30,21,16,37
Holy Cross Hospital,h32841492,2020-07-01,26,16,42
Holy Cross Hospital,h32841492,2020-07-02,29,16,45
Holy Cross Hospital,h32841492,2020-07-03,31,17,48
Holy Cross Hospital,h32841492,2020-07-04,26,20,46
Holy Cross Hospital,h32841492,2020-07-05,28,20,48
Holy Cross Hospital,h32841492,2020-07-06,29,19,48
Holy Cross Hospital,h32841492,2020-07-07,23,18,41
Holy Cross Hospital,h32841492,2020-07-08,23,19,42
Holy Cross Hospital,h32841492,2020-07-09,18,18,36
Holy Cross Hospital,h32841492,2020-07-10,17,19,36
Holy Cross Hospital,h32841492,2020-07-11,14,18,32
Holy Cross Hospital,h32841492,2020-07-12,15,17,32
Holy Cross Hospital,h32841492,2020-07-13,18,20,38
Holy Cross Hospital,h32841492,2020-07-14,19,18,37
Holy Cross Hospital,h32841492,2020-07-15,19,16,35
Holy Cross Hospital,h32841492,2020-07-16,21,18,39
Holy Cross Hospital,h32841492,2020-07-17,19,20,39
Holy Cross Hospital,h32841492,2020-07-18,21,16,37
Holy Cross Hospital,h32841492,2020-07-19,14,19,33
Holy Cross Hospital,h32841492,2020-07-20,23,12,35
Holy Cross Hospital,h32841492,2020-07-21,21,11,32
Holy Cross Hospital,h32841492,2020-07-22,22,10,32
Holy Cross Hospital,h32841492,2020-07-23,29,11,40
Holy Cross Hospital,h32841492,2020-07-24,24,9,33
Holy Cross Hospital,h32841492,2020-07-25,23,10,33
Holy Cross Hospital,h32841492,2020-07-26,19,9,28
Holy Cross Hospital,h32841492,2020-07-27,19,14,33
Holy Cross Hospital,h32841492,2020-07-28,19,13,32
Holy Cross Hospital,h32841492,2020-07-29,22,11,33
Holy Cross Hospital,h32841492,2020-07-30,23,12,35
Holy Cross Hospital,h32841492,2020-07-31,19,13,32
Holy Cross Hospital,h32841492,2020-08-01,20,12,32
Holy Cross Hospital,h32841492,2020-08-02,21,16,37
Holy Cross Hospital,h32841492,2020-08-03,19,15,34
Holy Cross Hospital,h32841492,2020-08-04,21,13,34
Holy Cross Hospital,h32841492,2020-08-05,20,13,33
Holy Cross Hospital,h32841492,2020-08-06,18,15,33
Holy Cross Hospital,h32841492,2020-08-07,20,13,33
Holy Cross Hospital,h32841492,2020-08-08,24,12,36
Holy Cross Hospital,h32841492,2020-08-09,26,10,36
Holy Cross Hospital,h32841492,2020-08-10,26,9,35
Holy Cross Hospital,h32841492,2020-08-11,18,12,30
Holy Cross Hospital,h32841492,2020-08-12,21,13,34
Holy Cross Hospital,h32841492,2020-08-13,20,11,31
Holy Cross Hospital,h32841492,2020-08-14,25,10,35
Holy Cross Hospital,h32841492,2020-08-15,23,13,36
Holy Cross Hospital,h32841492,2020-08-16,20,10,30
Holy Cross Hospital,h32841492,2020-08-17,19,8,27
Holy Cross Hospital,h32841492,2020-08-18,20,8,28
Holy Cross Hospital,h32841492,2020-08-19,16,9,25
Holy Cross Hospital,h32841492,2020-08-20,16,8,24
Holy Cross Hospital,h32841492,2020-08-21,11,8,19
Holy Cross Hospital,h32841492,2020-08-22,14,9,23
Holy Cross Hospital,h32841492,2020-08-23,10,11,21
Holy Cross Hospital,h32841492,2020-08-24,8,11,19
Holy Cross Hospital,h32841492,2020-08-25,12,13,25
Holy Cross Hospital,h32841492,2020-08-26,13,12,25
Holy Cross Hospital,h32841492,2020-08-27,12,12,24
Holy Cross Hospital,h32841492,2020-08-28,10,11,21
Holy Cross Hospital,h32841492,2020-08-29,12,12,24
Holy Cross Hospital,h32841492,2020-08-30,17,11,28
Holy Cross Hospital,h32841492,2020-08-31,14,14,28
Holy Cross Hospital,h32841492,2020-09-01,16,13,29
Holy Cross Hospital,h32841492,2020-09-02,16,13,29
Holy Cross Hospital,h32841492,2020-09-03,21,13,34
Holy Cross Hospital,h32841492,2020-09-04,18,13,31
Holy Cross Hospital,h32841492,2020-09-05,18,15,33
Holy Cross Hospital,h32841492,2020-09-06,21,14,35
Holy Cross Hospital,h32841492,2020-09-07,19,12,31
Holy Cross Hospital,h32841492,2020-09-08,20,12,32
Holy Cross Hospital,h32841492,2020-09-09,19,12,31
Holy Cross Hospital,h32841492,2020-09-10,20,11,31
Holy Cross Hospital,h32841492,2020-09-11,19,13,32
Holy Cross Hospital,h32841492,2020-09-12,15,15,30
Holy Cross Hospital,h32841492,2020-09-13,16,14,30
Holy Cross Hospital,h32841492,2020-09-14,21,12,33
Holy Cross Hospital,h32841492,2020-09-15,24,10,34
Holy Cross Hospital,h32841492,2020-09-16,24,9,33
Holy Cross Hospital,h32841492,2020-09-17,22,9,31
Holy Cross Hospital,h32841492,2020-09-18,24,8,32
Holy Cross Hospital,h32841492,2020-09-19,22,7,29
Holy Cross Hospital,h32841492,2020-09-20,24,6,30
Holy Cross Hospital,h32841492,2020-09-21,25,7,32
Holy Cross Hospital,h32841492,2020-09-22,20,8,28
Holy Cross Hospital,h32841492,2020-09-23,20,9,29
Holy Cross Hospital,h32841492,2020-09-24,15,10,25
Holy Cross Hospital,h32841492,2020-09-25,19,9,28
Holy Cross Hospital,h32841492,2020-09-26,16,12,28
Holy Cross Hospital,h32841492,2020-09-27,15,13,28
Holy Cross Hospital,h32841492,2020-09-28,16,13,29
Holy Cross Hospital,h32841492,2020-09-29,15,12,27
Holy Cross Hospital,h32841492,2020-09-30,19,11,30
Holy Cross Hospital,h32841492,2020-10-01,14,11,25
Holy Cross Hospital,h32841492,2020-10-02,16,9,25
Holy Cross Hospital,h32841492,2020-10-03,19,9,28
Holy Cross Hospital,h32841492,2020-10-04,20,10,30
Holy Cross Hospital,h32841492,2020-10-05,19,9,28
Holy Cross Hospital,h32841492,2020-10-06,25,9,34
Holy Cross Hospital,h32841492,2020-10-07,21,10,31
Holy Cross Hospital,h32841492,2020-10-08,18,10,28
Holy Cross Hospital,h32841492,2020-10-09,20,10,30
Holy Cross Hospital,h32841492,2020-10-10,17,8,25
Holy Cross Hospital,h32841492,2020-10-11,22,8,30
Holy Cross Hospital,h32841492,2020-10-12,25,9,34
Holy Cross Hospital,h32841492,2020-10-13,21,11,32
Holy Cross Hospital,h32841492,2020-10-14,18,13,31
Holy Cross Hospital,h32841492,2020-10-15,19,13,32
Holy Cross Hospital,h32841492,2020-10-16,23,13,36
Holy Cross Hospital,h32841492,2020-10-17,22,14,36
Holy Cross Hospital,h32841492,2020-10-18,24,14,38
Holy Cross Hospital,h32841492,2020-10-19,27,13,40
Holy Cross Hospital,h32841492,2020-10-20,25,12,37
Holy Cross Hospital,h32841492,2020-10-21,22,13,35
Holy Cross Hospital,h32841492,2020-10-22,19,15,34
Holy Cross Hospital,h32841492,2020-10-23,21,13,34
Holy Cross Hospital,h32841492,2020-10-24,21,11,32
Holy Cross Hospital,h32841492,2020-10-25,18,11,29
Holy Cross Hospital,h32841492,2020-10-26,18,9,27
Holy Cross Hospital,h32841492,2020-10-27,17,13,30
Holy Cross Hospital,h32841492,2020-10-28,17,14,31
Holy Cross Hospital,h32841492,2020-10-29,22,15,37
Holy Cross Hospital,h32841492,2020-10-30,20,15,35
Holy Cross Hospital,h32841492,2020-10-31,24,15,39
Holy Cross Hospital,h32841492,2020-11-01,24,13,37
Holy Cross Hospital,h32841492,2020-11-02,29,13,42
Holy Cross Hospital,h32841492,2020-11-03,28,17,45
Holy Cross Hospital,h32841492,2020-11-04,27,15,42
Holy Cross Hospital,h32841492,2020-11-05,28,18,46
Holy Cross Hospital,h32841492,2020-11-06,24,19,43
Holy Cross Hospital,h32841492,2020-11-07,30,23,53
Holy Cross Hospital,h32841492,2020-11-08,30,21,51
Holy Cross Hospital,h32841492,2020-11-09,31,22,53
Holy Cross Hospital,h32841492,2020-11-10,26,22,48
Holy Cross Hospital,h32841492,2020-11-11,26,21,47
Holy Cross Hospital,h32841492,2020-11-12,31,23,54
Holy Cross Hospital,h32841492,2020-11-13,27,25,52
Holy Cross Hospital,h32841492,2020-11-14,29,24,53
Holy Cross Hospital,h32841492,2020-11-15,33,26,59
Holy Cross Hospital,h32841492,2020-11-16,38,24,62
Holy Cross Hospital,h32841492,2020-11-17,41,23,64
Holy Cross Hospital,h32841492,2020-11-18,45,27,72
Holy Cross Hospital,h32841492,2020-11-19,41,27,68
Holy Cross Hospital,h32841492,2020-11-20,38,28,66
Holy Cross Hospital,h32841492,2020-11-21,36,28,64
Holy Cross Hospital,h32841492,2020-11-22,42,32,74
Holy Cross Hospital,h32841492,2020-11-23,38,36,74
Holy Cross Hospital,h32841492,2020-11-24,42,33,75
Holy Cross Hospital,h32841492,2020-11-25,41,30,71
Holy Cross Hospital,h32841492,2020-11-26,42,26,68
Holy Cross Hospital,h32841492,2020-11-27,39,28,67
Holy Cross Hospital,h32841492,2020-11-28,38,30,68
Holy Cross Hospital,h32841492,2020-11-29,48,28,76
Holy Cross Hospital,h32841492,2020-11-30,48,28,76
Howard County General Hospital (JHM),h01871291,2020-03-25,5,2,7
Howard County General Hospital (JHM),h01871291,2020-03-26,5,3,8
Howard County General Hospital (JHM),h01871291,2020-03-27,7,1,8
Howard County General Hospital (JHM),h01871291,2020-03-28,6,1,7
Howard County General Hospital (JHM),h01871291,2020-03-29,9,1,10
Howard County General Hospital (JHM),h01871291,2020-03-30,11,2,13
Howard County General Hospital (JHM),h01871291,2020-03-31,5,0,5
Howard County General Hospital (JHM),h01871291,2020-04-01,,,
Howard County General Hospital (JHM),h01871291,2020-04-02,4,4,8
Howard County General Hospital (JHM),h01871291,2020-04-03,4,3,7
Howard County General Hospital (JHM),h01871291,2020-04-04,10,1,11
Howard County General Hospital (JHM),h01871291,2020-04-05,8,0,8
Howard County General Hospital (JHM),h01871291,2020-04-06,6,0,6
Howard County General Hospital (JHM),h01871291,2020-04-07,6,3,9
Howard County General Hospital (JHM),h01871291,2020-04-08,9,5,14
Howard County General Hospital (JHM),h01871291,2020-04-09,12,8,20
Howard County General Hospital (JHM),h01871291,2020-04-10,13,5,18
Howard County General Hospital (JHM),h01871291,2020-04-11,17,6,23
Howard County General Hospital (JHM),h01871291,2020-04-12,21,8,29
Howard County General Hospital (JHM),h01871291,2020-04-13,20,10,30
Howard County General Hospital (JHM),h01871291,2020-04-14,23,10,33
Howard County General Hospital (JHM),h01871291,2020-04-15,18,6,24
Howard County General Hospital (JHM),h01871291,2020-04-16,15,8,23
Howard County General Hospital (JHM),h01871291,2020-04-17,17,6,23
Howard County General Hospital (JHM),h01871291,2020-04-18,17,6,23
Howard County General Hospital (JHM),h01871291,2020-04-19,25,7,32
Howard County General Hospital (JHM),h01871291,2020-04-20,25,8,33
Howard County General Hospital (JHM),h01871291,2020-04-21,27,10,37
Howard County General Hospital (JHM),h01871291,2020-04-22,27,9,36
Howard County General Hospital (JHM),h01871291,2020-04-23,27,9,36
Howard County General Hospital (JHM),h01871291,2020-04-24,27,8,35
Howard County General Hospital (JHM),h01871291,2020-04-25,25,7,32
Howard County General Hospital (JHM),h01871291,2020-04-26,28,6,34
Howard County General Hospital (JHM),h01871291,2020-04-27,27,8,35
Howard County General Hospital (JHM),h01871291,2020-04-28,24,9,33
Howard County General Hospital (JHM),h01871291,2020-04-29,31,11,42
Howard County General Hospital (JHM),h01871291,2020-04-30,27,11,38
Howard County General Hospital (JHM),h01871291,2020-05-01,31,10,41
Howard County General Hospital (JHM),h01871291,2020-05-02,33,12,45
Howard County General Hospital (JHM),h01871291,2020-05-03,29,12,41
Howard County General Hospital (JHM),h01871291,2020-05-04,30,13,43
Howard County General Hospital (JHM),h01871291,2020-05-05,29,13,42
Howard County General Hospital (JHM),h01871291,2020-05-06,29,13,42
Howard County General Hospital (JHM),h01871291,2020-05-07,34,13,47
Howard County General Hospital (JHM),h01871291,2020-05-08,31,10,41
Howard County General Hospital (JHM),h01871291,2020-05-09,27,12,39
Howard County General Hospital (JHM),h01871291,2020-05-10,31,10,41
Howard County General Hospital (JHM),h01871291,2020-05-11,32,10,42
Howard County General Hospital (JHM),h01871291,2020-05-12,34,10,44
Howard County General Hospital (JHM),h01871291,2020-05-13,30,10,40
Howard County General Hospital (JHM),h01871291,2020-05-14,27,13,40
Howard County General Hospital (JHM),h01871291,2020-05-15,28,12,40
Howard County General Hospital (JHM),h01871291,2020-05-16,28,10,38
Howard County General Hospital (JHM),h01871291,2020-05-17,21,8,29
Howard County General Hospital (JHM),h01871291,2020-05-18,26,5,31
Howard County General Hospital (JHM),h01871291,2020-05-19,23,5,28
Howard County General Hospital (JHM),h01871291,2020-05-20,23,5,28
