hospital,zipcode,lat,long
Advanced Care Hospital Of Southern New Mexico Llc,88011,32.322443,-106.656276
Artesia General Hospital,88210,32.771797,-104.219669
Carlsbad Medical Center,88220,32.311474,-104.431928
Gila Regional Medical Center,88061,32.654196,-108.333572
Guadalupe County Hospital,88435,34.914545,-104.69534
Nor-Lea Hospital District,88260,32.991328,-103.381536
Lea Regional Medical Center,88240,32.703782,-103.485066
Lincoln County Medical Center,88345,33.347759,-105.680834
Los Alamos Medical Center,87544,35.840713,-106.28809
Mimbres Memorial Hospital,88031,36.41568569008179,-89.93698683895991
Rehoboth Mckinley Christian Health Care Services,87301,35.534984,-108.737949
Gerald Champion Regional Medical Center,88310,32.641272,-106.072883
Dr Dan C Trigg Memorial Hospital,88401,35.119482,-103.82223
Presbyterian Espanola Hospital,87532,35.993867,-106.088977
Roosevelt General Hospital,88130,34.129177,-103.299416
Unm Sandoval Regional Medical Center,87144,35.3252,-106.705446
San Juan Regional Medical Center Inc,87401,36.740321,-108.178691
Alta Vista Regional Hospital,87701,35.542113,-104.933487
Presbyterian Santa Fe Medical Center,87507,35.595449,-106.109399
Christus St Vincent Regional Medical Center,87505,35.616964,-105.877135
Sierra Vista Hospital,87901,33.215964,-107.095436
Socorro General Hospital,87801,34.127211,-106.826187
Holy Cross Hospital A Div Of Taos Health Systems,87571,36.39598,-105.442212
Union County General Hospital,88415,36.31176,-103.326817
Albany Medical Center Hospital,12208,42.653031,-73.809978
St Peter'S Hospital,12208,42.653031,-73.809978
"Cuba Memorial Hospital, Inc",14727,42.206882,-78.297294
Jones Memorial Hospital,14895,42.08144,-77.940922
Lincoln Medical & Mental Health Center,10451,40.820479,-73.925084
Jacobi Medical Center,10461,40.847381,-73.840584
North Central Bronx Hospital,10467,40.869953,-73.865746
Bronxcare Hospital Center ,10456,40.829881,-73.90812
Calvary Hospital Inc,10461,40.847381,-73.840584
Montefiore Medical Center,10467,40.869953,-73.865746
St Barnabas Hospital,10457,40.84715,-73.89868
"United Health Services Hospitals, Inc",13903,42.04187,-75.889077
"Our Lady Of Lourdes Memorial Hospital, Inc",13905,42.170436,-75.943434
Olean General Hospital,14760,42.077027,-78.418429
Auburn  Community  Hospital,13021,42.922279,-76.558539
"Westfield Memorial Hospital, Inc",14787,42.31124,-79.565066
"Brooks-Tlc Hospital System, Inc",14048,42.484359,-79.317005
Upmc Chautauqua At Wca,14701,42.08016,-79.25671
Arnot Ogden Medical Center,14905,42.087725,-76.843282
Chenango Memorial Hospital,13815,42.547866,-75.530855
Champlain Valley Physicians Hospital Medical Ctr,12901,44.70419,-73.471392
Columbia Memorial Hospital,12534,42.217345,-73.752256
Guthrie Cortland Regional Medical Center,13045,42.573849,-76.202145
"Delaware Valley Hospital, Inc",13856,42.171041,-75.183316
Margaretville Memorial Hospital,12455,42.140733,-74.659478
O'Connor Hospital,13753,42.30696,-74.926915
Vassar Brothers Medical Center,12601,41.701921,-73.911519
Northern Dutchess Hospital,12572,41.924885,-73.863664
Kaleida Health,14210,42.862657,-78.828768
Kenmore Mercy Hospital,14217,42.971876,-78.876869
Mercy Hospital Of Buffalo,14220,42.845738,-78.822076
John R Oishei Childrens Hospital,14203,42.868914,-78.869693
Bertrand Chaffee Hospital,14141,42.524967,-78.712076
Roswell Park Cancer Institute,14203,42.868914,-78.869693
Erie County Medical Center,14215,42.935288,-78.810645
Sisters Of Charity Hospital,14214,42.93964,-78.840689
Elizabethtown Community Hospital,12932,44.214405,-73.608948
Alice Hyde Medical Center,12953,44.745352,-74.260037
Adirondack Medical Center - Saranac Lake,12983,44.307529,-74.147022
Nathan Littauer Hospital,12078,43.134351,-74.339632
United Memorial Medical Center,14020,42.99619,-78.213412
Little Falls Hospital,13365,43.125689,-74.853291
"Carthage Area Hospital, Inc",13619,43.978952,-75.600977
Samaritan Medical Center,13601,43.968892,-75.906501
River Hospital Clinics,13607,44.298548,-75.936006
Woodhull Medical & Mental Health Center,11206,40.701954,-73.942358
Kingsbrook Jewish Medical Center,11203,40.649591,-73.934371
Wyckoff Heights Medical Center,11237,40.70416,-73.921139
New York-Presbyterian Brooklyn Methodist Hospital,11215,40.662688,-73.98674
Kings County Hospital Center,11203,40.649591,-73.934371
University Hospital Of Brooklyn ( Downstate ),11203,40.649591,-73.934371
Brooklyn Hospital Center - Downtown Campus,11201,40.693682,-73.989693
Interfaith Medical Center,11213,40.671078,-73.936336
Maimonides Medical Center,11219,40.632667,-73.996669
Coney Island Hospital Center,11235,40.583949,-73.949096
"New York Community Hospital Of Brooklyn, Inc.",11229,40.601293,-73.944493
Brookdale Hospital Medical Center,11212,40.662936,-73.913029
Lewis County General Hospital,13367,43.757731,-75.532709
Nicholas H Noyes Memorial Hospital,14437,42.570141,-77.733764
Oneida Health Hospital,13421,43.061915,-75.660092
"Community Memorial Hospital, Inc",13346,42.818442,-75.544331
Rochester General Hospital,14621,43.189939,-77.603649
Strong Memorial Hospital,14642,36.41568569008179,-89.93698683895991
Unity Hospital Of Rochester,14626,43.216558,-77.710789
St Mary'S Healthcare,12010,42.937632,-74.173325
Mount Sinai South Nassau,11572,40.631772,-73.636624
North Shore University Hospital,11030,40.793409,-73.688549
Nassau University Medical Center,11554,40.720115,-73.558861
"St Francis Hospital, Roslyn",11576,40.798032,-73.647275
Plainview Hospital,11803,40.7817,-73.473035
Glen Cove Hospital,11542,40.872605,-73.628622
Memorial Hospital For Cancer And Allied Diseases,10065,40.764612,-73.963122
Mount Sinai Beth Israel,10003,40.731829,-73.989181
Lenox Hill Hospital,10021,40.769258,-73.958751
Nyu Langone Hospitals,10016,40.745224,-73.978297
Hospital For Special Surgery,10021,40.769258,-73.958751
Mount Sinai Hospital,10029,40.791763,-73.94397
N Y Eye And Ear Infirmary,10003,40.731829,-73.989181
Henry J Carter Specialty Hospital,10035,40.795455,-73.929655
Metropolitan Hospital Center,10029,40.791763,-73.94397
Bellevue Hospital Center,10016,40.745224,-73.978297
Mount Sinai West,10019,40.765823,-73.987169
New York-Presbyterian Hospital,10065,40.764612,-73.963122
Harlem Hospital Center,10037,40.812957,-73.937376
Eastern Niagara Hospital - Lockport Division,14094,43.157758,-78.701995
Mount St Mary'S Hospital And  Health Center,14092,43.17322,-78.993074
Niagara Falls Memorial Medical Center,14302,43.093896,-79.049193
Faxton-St Luke'S Healthcare,13413,43.060413,-75.279398
"Rome Memorial Hospital, Inc",13440,43.215771,-75.461779
St Joseph'S Hospital Health Center,13203,43.061111,-76.134924
Crouse Hospital,13210,43.031057,-76.127249
University Hospital S U N Y Health Science Center,13210,43.031057,-76.127249
F F Thompson Hospital,14424,42.856695,-77.303277
Geneva General Hospital,14456,42.847695,-76.998972
Clifton Springs Hospital And Clinic,14432,42.957391,-77.143523
St Anthony Community Hospital,10990,41.267448,-74.364011
St Luke'S Cornwall Hospital,12550,41.539574,-74.057223
Garnet Health Medical Center,10940,41.446544,-74.478741
Bon Secours Community Hospital,12771,41.37438,-74.624279
Medina Memorial Hospital,14103,43.211161,-78.37677
Oswego Hospital,13126,43.438798,-76.457454
Aurelia Osborn Fox Memorial Hospital,13820,42.483456,-75.036874
Mary Imogene Bassett Hospital,13326,42.722511,-74.895371
Putnam Hospital Center,10512,41.457619,-73.724608
Elmhurst Hospital Center,11373,40.738837,-73.878535
New York-Presbyterian/Queens,11355,40.751452,-73.821031
Flushing Hospital Medical Center,11355,40.751452,-73.821031
Long Island Jewish Medical Center,11040,40.745347,-73.680292
Queens Hospital Center,11432,40.715359,-73.793071
St John'S Episcopal Hospital At South Shore,11691,40.601278,-73.761651
Jamaica Hospital Medical Center,11418,40.700272,-73.835971
Samaritan Hospital,12180,42.748588,-73.599536
Richmond University Medical Center,10310,40.632648,-74.116148
Staten Island University Hospital,10305,40.596691,-74.074866
Nyack Hospital,10960,41.092068,-73.924648
Good Samaritan Hospital Of Suffern,10901,41.140772,-74.104976
Helen Hayes Hospital,10993,41.209896,-73.973842
Gouverneur Hospital,13642,44.335388,-75.455879
Massena Hospital Inc,13662,44.932334,-74.883932
Clifton Fine Hospital,13690,44.097456,-75.007653
Canton-Potsdam Hospital,13676,44.65496,-74.926222
Claxton-Hepburn Medical Center,13669,44.672777,-75.482342
Saratoga Hospital,12866,43.073715,-73.740236
Sunnyview Hospital And Rehabilitation Center,12308,42.82098,-73.91967
Ellis Hospital,12308,42.82098,-73.91967
Cobleskill Regional Hospital,12043,42.69397,-74.530506
Schuyler Hospital,14865,42.34818,-76.833969
St James Hospital,14843,42.320079,-77.646339
Ira Davenport Memorial Hospital,14810,42.349751,-77.343379
Corning Hospital,14830,42.128123,-77.031977
Southside Hospital,11706,40.722537,-73.252183
Peconic Bay Medical Center,11901,40.926901,-72.643499
John T Mather Memorial Hospital  Of Port Jefferson,11777,40.956068,-73.066659
Good Samaritan Hospital Medical Center,11795,40.709005,-73.296337
Huntington Hospital,11743,40.883411,-73.423556
Stony Brook University Hospital,11794,40.91336,-73.124883
St Charles Hospital,11777,40.956068,-73.066659
Long Island Community Hospital,11772,40.76178,-72.987407
St Catherine Of Siena Hospital,11787,40.852924,-73.21126
Garnet Health  Medical Center Catskills,12742,41.724328,-74.723518
Grover Hermann Division,12723,41.7531,-74.987694
Cayuga Medical Center At Ithaca,14850,42.432165,-76.497042
Healthalliance Hospital Mary'S Avenue Campus,12401,41.987541,-74.010273
Healthalliance Hospital Broadway Campus,12401,41.987541,-74.010273
Ellenville Regional Hospital,12428,41.746858,-74.466143
Glens Falls Hospital,12801,43.31116,-73.645286
Newark-Wayne Community Hospital,14513,43.086308,-77.092116
Westchester Medical Center,10595,41.085897,-73.782645
Phelps Hospital ,10591,41.090097,-73.841014
Hudson Valley Hospital Center,10567,41.2896,-73.897001
St Joseph'S Medical Center,10701,40.94542,-73.880471
Montefiore Mount Vernon Hospital,10550,40.905448,-73.835253
Northern Westchester Hospital,10549,41.200584,-73.723465
Montefiore New Rochelle Hospital,10802,36.41568569008179,-89.93698683895991
St John'S Riverside Hospital,10701,40.94542,-73.880471
White Plains Hospital Center,10601,41.032932,-73.765071
Blythedale Children'S Hospital,10595,41.085897,-73.782645
Wyoming County Community Hospital,14569,42.735221,-78.171092
Soldiers And Sailors Memorial Hospital Of Yates,14527,42.665508,-77.066309
Alamance Regional Medical Center,27216,36.41568569008179,-89.93698683895991
Alleghany County Memorial Hospital,28675,36.503161,-81.13503
Atrium Health Anson,28170,34.998714,-80.098785
Ashe Memorial Hospital,28640,36.404873,-81.399397
Charles A Cannon Jr Memorial Hospital,28646,36.07333,-81.847093
Vidant Beaufort Hospital,27889,35.582322,-77.012337
Vidant Bertie  Hospital,27983,35.97046,-76.921871
Cape Fear Valley-Bladen County Hospital,28337,34.657047,-78.561559
J Arthur Dosher Memorial Hospital,28461,33.967319,-78.058744
Novant Health Brunswick Medical Center,28462,34.026491,-78.289661
Asheville Specialty Hospital,28802,36.41568569008179,-89.93698683895991
Memorial Mission Hospital And Asheville Surgery Ce,28801,35.594348,-82.557917
Carolinas Healthcare System-Blue Ridge,28655,35.763266,-81.749862
Carolinas Healthcare System Northeast,28025,35.382677,-80.523467
Caldwell Memorial Hospital,28645,35.978845,-81.547834
Carteret General Hospital,28557,34.73896,-76.749232
Catawba Valley Medical Center,28602,35.669886,-81.389208
Frye Regional Medical Center,28601,35.772393,-81.326659
Chatham Hospital Inc,27344,35.722265,-79.433691
Murphy Medical Center Inc,28906,35.100136,-84.138594
Vidant Chowan Hospital,27932,36.100786,-76.610814
Atrium Health Cleveland,28150,35.342703,-81.576248
Columbus Regional Healthcare System,28472,34.29905,-78.691171
Carolina East Medical Center,28560,35.126708,-76.977604
Highsmith Rainey Memorial Hospital,28301,35.0748,-78.884257
Cape Fear Valley Medical Center,28302,36.41568569008179,-89.93698683895991
"The Outer Banks Hospital, Inc",27959,35.886943,-75.606402
Lexington Memorial Hospital Inc,27293,36.41568569008179,-89.93698683895991
Novant Health Thomasville Medical Center,27360,35.86058,-80.099288
Davie Medical Center,27028,35.922771,-80.580443
Vidant Duplin  Hospital,28349,34.981159,-77.927059
North Carolina Specialty Hospital,27704,36.042446,-78.828771
Duke University Hospital,27710,36.41568569008179,-89.93698683895991
Duke Regional Hospital,27704,36.042446,-78.828771
Vidant Edgecombe Hospital,27886,35.904533,-77.511658
North Carolina Baptist Hospital,27157,36.41568569008179,-89.93698683895991
Novant Health Forsyth Medical Center,27103,36.05823,-80.321496
Novant Health Medical Park Hospital,27103,36.05823,-80.321496
Caromont Regional Medical Center,28052,35.214656,-81.233227
Granville Health Systems,27565,36.361651,-78.648952
High Point Regional Hospital,27261,36.41568569008179,-89.93698683895991
The Moses H Cone Memorial Hospital,27401,36.06914,-79.765159
Kindred Hospital Greensboro,27406,36.000542,-79.764677
Halifax Regional Medical Center Inc,27870,36.418933,-77.71576
Betsy Johnson Regional  Hospital,28334,35.272208,-78.568104
Haywood Regional Medical Center,28721,35.66267,-82.958496
Park Ridge Health,28792,35.383008,-82.369906
Margaret R Pardee Memorial Hospital,28791,35.356104,-82.508181
Vidant Roanoke Chowan Hospital,27910,36.290066,-76.993185
Cape Fear Valley Hoke Hospital,28376,34.992407,-79.242642
Lake Norman Regional Medical Center,28117,35.565695,-80.898335
Iredell Memorial Hospital Inc,28677,35.738099,-80.926089
Davis Regional Medical Center,28687,36.41568569008179,-89.93698683895991
Harris Regional Hospital,28779,35.357002,-83.215933
Johnston Health,27577,35.489638,-78.332894
Central Carolina Hospital,27330,35.514408,-79.195453
Unc Lenoir Health Care,28501,35.242318,-77.514151
Atrium Health Lincoln,28092,35.485761,-81.254558
Mission Hospital Mcdowell ,28752,35.709599,-82.035573
Angel Medical Center,28734,35.189081,-83.41226
Highlands Cashiers Hospital,28741,35.055919,-83.211171
Martin General Hospital,27892,35.812319,-77.05163
Atrium Health University City,28262,35.322061,-80.739981
Carolinas Medical Center/Behav Health,28203,35.208185,-80.859107
Novant Health Matthews Medical Center,28106,36.41568569008179,-89.93698683895991
Novant Health Presbyterian Medical Center,28233,36.41568569008179,-89.93698683895991
Novant Health Huntersville Medical Center,28078,35.405286,-80.86402
Novant Health Mint Hill Medical Center,28215,35.244979,-80.693471
Atrium Health Pineville,28210,35.130509,-80.856685
Blue Ridge Regional Hospital,28777,35.904431,-82.068534
Firsthealth Montgomery Memorial Hosp,27371,35.406855,-79.968144
Firsthealth Moore Regional Hospital,28374,35.197454,-79.462959
Pam Specialty Hospital Of Rocky Mount,27804,35.989146,-77.842675
Nash General Hospital,27804,35.989146,-77.842675
New Hanover Regional Medical Center,28402,36.41568569008179,-89.93698683895991
Onslow Memorial Hospital,28540,34.754982,-77.503794
University Of North Carolina Hospital,27514,35.96674,-79.049419
Sentara Albemarle Medical Center,27909,36.288605,-76.268734
Pender Memorial Hospital,28425,34.562055,-77.896281
Person Memorial Hospital,27573,36.396597,-78.976099
Vidant Medical Center,27834,35.657296,-77.379187
Randolph Hospital,27204,36.41568569008179,-89.93698683895991
Unc Rockingham,27288,36.497645,-79.750015
Novant Health Rowan Medical Center,28144,35.706685,-80.464788
Rutherford Regional Medical Center,28139,35.348363,-81.994737
Sampson Regional Medical Center,28328,35.003503,-78.337924
Scotland Memorial Hospital,28352,34.767842,-79.45173
Atrium Health Stanly,28001,35.338552,-80.208179
Lifebrite Community Hospital Of Stokes,27016,36.447462,-80.218816
Northern Regional Hospital,27030,36.489802,-80.629164
Hugh Chatham Memorial Hospital,28621,36.27565,-80.914624
Swain County Hospital,28713,35.373495,-83.495989
"Transylvania Regional Hospital, Inc",28712,35.173309,-82.770828
Atrium Health Union,28112,34.889925,-80.549548
Maria Parham Medical Center,27536,36.326731,-78.409125
