hospital,hhsname,hospital_id,lat,long,total_beds,total_occupancy,total_load,icu_beds,icu_occupancy,icu_load
Meritus Medical Center,MERITUS MEDICAL CENTER,210001,39.6226768,-77.6851973,248.0,211.4,0.8524193548387097,28.0,24.8,0.8857142857142858
Merrick Medical Center,MERRICK MEDICAL CENTER,281328,41.1072618,-98.0029553,8.6,6.6,0.7674418604651163,0.0,0.0,0.0
Mesa Hills Specialty Hospital,MESA HILLS SPECIALTY HOSPITAL,452035,31.7734955,-106.5022298,31.9,17.3,0.542319749216301,0.0,0.0,0.0
Mesa View Regional Hospital,MESA VIEW REGIONAL HOSPITAL,291307,36.8098922,-114.1156911,25.0,14.1,0.564,4.0,4.0,1.0
Mesquite Specialty Hospital,MESQUITE SPECIALTY HOSPITAL,452100,32.778315,-96.598458,35.0,17.4,0.4971428571428571,5.4,4.4,0.8148148148148149
Methodist Charlton Medical Center,METHODIST CHARLTON MEDICAL CENTER,450723,32.64520480000001,-96.87639130000001,279.0,273.0,0.978494623655914,31.0,31.0,1.0
Methodist Dallas Medical Center,METHODIST DALLAS MEDICAL CENTER,450051,32.7596673,-96.82532239999999,287.6,277.6,0.9652294853963839,61.3,59.6,0.9722675367047309
Methodist Fremont Health,METHODIST FREMONT HEALTH,280077,41.4532633,-96.4915008,31.0,28.5,0.9193548387096774,8.0,7.0,0.875
Methodist Healthcare – Olive Branch Hospital,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,250167,34.9226393,-89.7921496,82.7,54.7,0.6614268440145102,6.7,6.7,1.0
Methodist Hospital,METHODIST HOSPITAL,280040,41.2583928,-96.0421417,289.0,262.2,0.9072664359861591,40.0,38.5,0.9625
Methodist Hospital,METHODIST HOSPITAL,450388,29.5080538,-98.5722733,1787.0,1159.1,0.6486289871292669,221.3,219.9,0.9936737460460913
Methodist Hospital Stone Oak,METHODIST HOSPITAL  STONE OAK,670055,29.6162229,-98.4743864,239.6,191.7,0.8000834724540902,33.1,33.0,0.9969788519637461
Methodist Hospital Ambulatory Surgery,METHODIST HOSPITAL AMBULATORY SURGERY,450780,29.5274114,-98.5950889,0.0,0.0,0.0,0.0,0.0,0.0
Methodist Hospital for Surgery,METHODIST HOSPITAL FOR SURGERY,670073,32.984782,-96.8294191,22.4,10.9,0.4866071428571429,4.0,0.0,0.0
Methodist Hospital of Chicago,METHODIST HOSPITAL OF CHICAGO,140197,41.9732053,-87.6708136,145.0,41.6,0.2868965517241379,0.0,0.0,0.0
Methodist Hospital of Sacramento,METHODIST HOSPITAL OF SACRAMENTO,050590,38.462922,-121.4166888,111.6,100.7,0.9023297491039427,12.6,9.3,0.7380952380952381
Methodist Hospital of Southern California,METHODIST HOSPITAL OF SOUTHERN CA,050238,34.1344486,-118.0416623,181.3,180.3,0.9944842801985659,19.6,17.9,0.9132653061224488
Methodist Hospital South,METHODIST HOSPITAL SOUTH,450165,28.9331124,-98.5260352,110.4,56.7,0.5135869565217391,12.0,10.1,0.8416666666666667
Methodist Hospitals Inc.,METHODIST HOSPITALS INC,150002,41.5994155,-87.35774990000002,280.6,264.6,0.9429793300071276,26.0,23.9,0.9192307692307692
Methodist Hospitals of Memphis,METHODIST HOSPITALS OF MEMPHIS,440049,35.1358666,-90.0192884,674.0,657.0,0.9747774480712166,114.4,112.9,0.9868881118881119
Methodist Jennie Edmundson,METHODIST JENNIE EDMUNDSON,160047,41.26854640000001,-95.8347527,81.0,59.3,0.7320987654320987,13.0,9.1,0.7
Methodist Mansfield Medical Center,METHODIST MANSFIELD MEDICAL CENTER,670023,32.5676479,-97.0957088,226.4,220.6,0.974381625441696,25.0,22.4,0.8959999999999999
Methodist McKinney Hospital,METHODIST MCKINNEY HOSPITAL,670069,33.1766132,-96.72247379999999,24.9,4.4,0.17670682730923698,0.0,0.0,0.0
Methodist Medical Center of Illinois,METHODIST MEDICAL CENTER OF ILLINOIS,140209,40.6993049,-89.5951391,277.0,194.7,0.7028880866425993,26.0,15.6,0.6
Methodist Medical Center of Oak Ridge,METHODIST MEDICAL CENTER OF OAK RIDGE,440034,36.0240772,-84.24588639999999,175.0,139.9,0.7994285714285715,25.0,18.0,0.72
Methodist Richardson Medical Center,METHODIST RICHARDSON MEDICAL CENTER,450537,32.9959298,-96.6661985,252.7,249.3,0.9865453106450337,46.4,46.4,1.0
Methodist Southlake Hospital,METHODIST SOUTHLAKE MEDICAL CENTER,670132,32.956785,-97.1459228,8.3,4.7,0.5662650602409638,0.0,0.0,0.0
Metro Nashville General Hospital,METRO NASHVILLE GENERAL HOSPITAL,440111,36.166376,-86.8069562,48.7,37.9,0.7782340862422997,11.4,9.6,0.8421052631578947
MetroHealth System,METROHEALTH SYSTEM,360059,41.4620675,-81.698173,383.6,371.3,0.9679353493222106,102.7,85.4,0.8315481986368063
Metropolitan Hospital,METROPOLITAN HOSPITAL,400106,18.3840442,-66.102831,98.9,45.3,0.45803842264914046,4.9,4.4,0.8979591836734694
Metropolitan Hospital Center,METROPOLITAN HOSPITAL CENTER,330199,40.7852328,-73.94502899999999,177.5,132.0,0.7436619718309859,14.5,12.8,0.8827586206896553
MetroWest Medical Center,METROWEST MEDICAL CENTER,220175,42.2851459,-71.41880859999999,167.9,127.7,0.7605717689100655,23.0,20.3,0.8826086956521739
M.H. St. Elizabeth Boardman Hospital,MH ST ELIZABETH BOARDMAN HOSPITAL,360276,40.9944354,-80.66013130000002,262.6,191.3,0.7284843869002284,27.6,12.0,0.43478260869565216
M.H. St. Elizabeth Youngstown Hospital,MH ST ELIZABETH YOUNGSTOWN HOSPITAL,360064,41.1138664,-80.65835589999999,418.4,303.0,0.7241873804971319,75.4,49.4,0.6551724137931034
M.H. St. Joseph Warren Hospital,MH ST JOSEPH WARREN HOSPITAL,360161,41.2308581,-80.77703439999999,165.4,111.7,0.6753325272067715,24.1,10.7,0.4439834024896265
Miami County Medical Center,MIAMI COUNTY MEDICAL CENTER,170109,38.569485,-94.8491211,18.0,6.6,0.36666666666666664,0.0,0.0,0.0
Miami Valley Hospital,MIAMI VALLEY HOSPITAL,360051,39.7454533,-84.1856087,904.1,807.0,0.8926003760645946,157.3,140.6,0.8938334392879846
Mid Coast Hospital,MID COAST HOSPITAL,200021,43.9060845,-69.89043219999999,103.0,75.6,0.7339805825242718,11.0,8.9,0.8090909090909091
Mid Valley Hospital,MID VALLEY HOSPITAL,501328,48.3970314,-119.5475735,12.6,9.0,0.7142857142857143,0.0,0.0,0.0
Mid-Columbia Medical Center,MID-COLUMBIA MEDICAL CENTER,380001,45.5874991,-121.1636182,30.7,25.0,0.8143322475570033,4.7,0.0,0.0
Mid-Jefferson Extended Care Hospital,MID-JEFFERSON EXTENDED CARE HOSPITAL,452083,29.9548181,-93.9863718,94.6,64.4,0.6807610993657506,7.1,6.7,0.943661971830986
Middle Park Medical Center,MIDDLE PARK MEDICAL CENTER,061318,40.0569208,-106.3904418,22.0,11.7,0.5318181818181817,0.0,0.0,0.0
Middlesboro Appalachian Regional Healthcare Hospital,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,180020,36.6061506,-83.74024159999999,20.1,18.7,0.9303482587064675,6.7,6.7,1.0
Middlesex Hospital,MIDDLESEX HOSPITAL,070020,41.5543067,-72.6472698,171.4,158.0,0.9218203033838973,24.0,21.6,0.9
Midland Memorial Hospital,MIDLAND MEMORIAL HOSPITAL,450133,31.9967021,-102.0996081,198.1,179.3,0.9050984351337709,38.3,38.0,0.9921671018276763
MidMichigan Medical Center – Alpena,MIDMICHIGAN MEDICAL CENTER - ALPENA,230036,45.0783771,-83.45034609999999,45.9,40.7,0.8867102396514163,4.1,4.6,1.1219512195121952
Midmichigan Medical Center – West Branch,MIDMICHIGAN MEDICAL CENTER - WEST BRANCH,230095,44.2628339,-84.24600319999999,46.1,25.9,0.5618221258134489,10.0,5.3,0.53
MidMichigan Medical Center-Clare,MIDMICHIGAN MEDICAL CENTER-CLARE,230180,43.8203924,-84.769458,21.0,15.3,0.7285714285714286,0.0,0.0,0.0
MidMichigan Medical Center-Gladwin,MIDMICHIGAN MEDICAL CENTER-GLADWIN,231325,43.9766051,-84.495376,18.4,6.6,0.358695652173913,0.0,0.0,0.0
MidMichigan Medical Center-Gratiot,MIDMICHIGAN MEDICAL CENTER-GRATIOT,230030,43.3916024,-84.66172159999999,81.0,49.0,0.6049382716049383,18.0,17.3,0.9611111111111111
MidMichigan Medical Center-Midland,MIDMICHIGAN MEDICAL CENTER-MIDLAND,230222,43.6355505,-84.2608259,263.0,227.1,0.8634980988593156,32.0,27.4,0.85625
MidState Medical Center,MIDSTATE MEDICAL CENTER,070017,41.5493063,-72.8011451,161.0,120.9,0.7509316770186336,10.0,9.4,0.9400000000000001
Midwest Medical Center,MIDWEST MEDICAL CENTER,141302,42.4490636,-90.4576817,13.0,5.7,0.43846153846153846,0.0,0.0,0.0
Midwest Surgical Hospital LLC,MIDWEST SURGICAL HOSPITAL LLC,280131,41.25751,-96.03703139999999,24.1,10.1,0.41908713692946054,0.0,0.0,0.0
Midwestern Region Medical Center,MIDWESTERN REGION MED CENTER,140100,42.4488878,-87.8275365,30.0,17.9,0.5966666666666666,6.0,4.3,0.7166666666666667
Milbank Area Hospital/Avera Health,MILBANK AREA HOSPITAL/AVERA HEALTH,431326,45.221913,-96.6175485,16.0,5.7,0.35625,0.0,0.0,0.0
Mile Bluff Medical Center,MILE BLUFF MEDICAL CENTER,520109,43.7830467,-90.0752607,26.0,12.1,0.4653846153846154,0.0,0.0,0.0
Milford Memorial Hospital,MILFORD MEMORIAL HOSPITAL,461305,38.4026946,-113.0095166,23.0,17.0,0.7391304347826086,0.0,0.0,0.0
Milford Regional Medical Center,MILFORD REGIONAL MEDICAL CENTER,220090,42.1333439,-71.52881049999999,142.9,118.7,0.8306508047585724,10.9,10.1,0.9266055045871558
Millcreek Community Hospital,MILLCREEK COMMUNITY HOSPITAL,390198,42.0742902,-80.0922523,49.0,20.7,0.4224489795918367,6.0,4.3,0.7166666666666667
Mille Lacs Health System,MILLE LACS HEALTH SYSTEM,241356,46.0731822,-93.6624939,19.6,12.4,0.6326530612244897,0.0,0.0,0.0
Miller County Hospital,MILLER COUNTY HOSPITAL,111305,31.175429,-84.7352441,25.0,12.1,0.484,0.0,0.0,0.0
Millinocket Regional Hospital,MILLINOCKET REGIONAL HOSPITAL,201307,45.6530265,-68.7162635,25.0,9.4,0.376,0.0,0.0,0.0
Mills-Peninsula Medical Center,MILLS-PENINSULA MEDICAL CENTER,050007,37.5916095,-122.3837169,247.0,156.1,0.6319838056680162,24.0,15.9,0.6625
Milton S. Hershey Medical Center,MILTON S HERSHEY MEDICAL CENTER,390256,40.2644212,-76.674612,417.6,389.0,0.9315134099616857,107.0,96.6,0.902803738317757
Mimbres Memorial Hospital,MIMBRES MEMORIAL HOSPITAL,321309,32.2603723,-107.7678531,19.3,14.8,0.766839378238342,0.0,0.0,0.0
Minden Medical Center,MINDEN MEDICAL CENTER,190144,32.6172391,-93.28635560000001,49.0,37.7,0.7693877551020408,8.0,8.0,1.0
Mineral Community Hospital,MINERAL COMMUNITY HOSPITAL,271331,47.18540669999999,-114.8768128,25.0,14.1,0.564,0.0,0.0,0.0
Miners’ Colfax Medical Center,MINERS' COLFAX MEDICAL CENTER,321307,36.8625739,-104.4420353,18.0,4.9,0.27222222222222225,4.0,0.0,0.0
Minidoka Memorial Hospital,MINIDOKA MEMORIAL HOSPITAL,131319,42.6204803,-113.6860151,23.0,10.6,0.4608695652173913,0.0,0.0,0.0
Minneola District Hospital Nbr 2,MINNEOLA DISTRICT HOSPITAL NBR 2,171368,37.4415331,-100.0133312,14.0,5.3,0.37857142857142856,0.0,0.0,0.0
Minnie Hamilton Health System,MINNIE HAMILTON HEALTH SYSTEM,511303,38.9229352,-81.0924804,18.0,4.7,0.2611111111111111,0.0,0.0,0.0
Mission Community Hospital,MISSION COMMUNITY HOSPITAL,050704,34.2202962,-118.456665,231.7,152.7,0.659041864479931,22.1,13.9,0.6289592760180995
Mission Hospital McDowell,MISSION HOSPITAL MCDOWELL,340087,35.6633499,-82.02828269999999,30.0,25.4,0.8466666666666666,6.0,0.0,0.0
Mission Regional Medical Center,MISSION REGIONAL MEDICAL CENTER,450176,26.1955893,-98.31288389999999,175.7,120.0,0.6829823562891293,15.0,15.0,1.0
Mississippi Baptist Medical Center,MISSISSIPPI BAPTIST MEDICAL CENTER,250102,32.3150536,-90.17949759999999,497.0,345.6,0.6953722334004024,38.0,32.4,0.8526315789473684
Mississippi Methodist Rehab Center,MISSISSIPPI METHODIST REHAB CTR,250152,32.3282613,-90.1718128,0.0,0.0,0.0,0.0,0.0,0.0
Missouri Baptist Medical Center,MISSOURI BAPTIST MEDICAL CENTER,260108,38.6362225,-90.44651999999999,257.9,220.0,0.8530438154323382,40.0,33.7,0.8425
Missouri Baptist Sullivan Hospital,MISSOURI BAPTIST SULLIVAN HOSPITAL,261337,38.1958513,-91.17000499999999,25.3,25.3,1.0,6.0,5.0,0.8333333333333334
Missouri Delta Medical Center,MISSOURI DELTA MEDICAL CENTER,260113,36.8896243,-89.5832845,71.6,57.9,0.808659217877095,12.0,11.7,0.975
Missouri River Medical Center,MISSOURI RIVER MEDICAL CENTER,271304,47.8203555,-110.67221,25.0,22.9,0.9159999999999999,0.0,0.0,0.0
Mitchell County Hospital,MITCHELL COUNTY HOSPITAL,111331,31.229773,-84.2053167,18.0,13.6,0.7555555555555555,0.0,0.0,0.0
Mitchell County Hospital District,MITCHELL COUNTY HOSPITAL DISTRICT,451342,32.4065937,-100.8757366,24.6,9.6,0.39024390243902435,0.0,0.0,0.0
Mitchell County Hospital Health Systems,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,171375,39.4667567,-98.1143026,20.0,14.3,0.7150000000000001,4.0,0.0,0.0
Mitchell County Regional Health,MITCHELL COUNTY REGIONAL HEALTH,161323,43.2895168,-92.80833109999999,18.0,9.9,0.55,0.0,0.0,0.0
Mizell Memorial Hospital,MIZELL MEMORIAL HOSPITAL,010007,31.2919852,-86.2542062,33.0,23.1,0.7000000000000001,5.0,4.0,0.8
Moab Regional Hospital,MOAB REGIONAL HOSPITAL,461302,38.5751558,-109.5597751,17.0,4.0,0.23529411764705882,0.0,0.0,0.0
Moberly Regional Medical Center,MOBERLY REGIONAL MEDICAL CENTER,260074,39.4252369,-92.4136863,33.0,22.0,0.6666666666666666,4.3,4.0,0.9302325581395349
Mobile Infirmary Medical Center,MOBILE INFIRMARY MEDICAL CENTER,010113,30.6967327,-88.0804373,508.0,488.1,0.9608267716535434,70.0,64.1,0.9157142857142856
Modoc Medical Center,MODOC MEDICAL CENTER,051330,41.47963,-120.5454258,8.0,6.4,0.8,0.0,0.0,0.0
Molokai General Hospital,MOLOKAI GENERAL HOSPITAL,121303,21.0938032,-157.0180353,15.0,0.0,0.0,0.0,0.0,0.0
Mon Health Medical Center,MON HEALTH MEDICAL CENTER,510024,39.663925,-79.94674909999999,130.1,111.3,0.8554957724827056,26.0,8.9,0.3423076923076923
Monadnock Community Hospital,MONADNOCK COMMUNITY HOSPITAL,301309,42.8885572,-71.9360404,14.4,11.1,0.7708333333333333,0.0,0.0,0.0
Monmouth Medical Center,MONMOUTH MEDICAL CENTER,310075,40.2954704,-73.98543330000001,219.0,170.4,0.7780821917808219,26.0,8.9,0.3423076923076923
Monmouth Medical Center-Southern Campus,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,310084,40.0732114,-74.2186882,139.0,61.1,0.439568345323741,14.0,8.9,0.6357142857142858
Monroe County Hospital,MONROE COUNTY HOSPITAL,010120,31.498257,-87.3206816,47.0,26.9,0.5723404255319149,8.0,6.1,0.7625
Monroe County Hospital,MONROE COUNTY HOSPITAL,111318,33.0314778,-83.9453995,25.0,18.3,0.732,0.0,0.0,0.0
Monroe County Hospital,MONROE COUNTY HOSPITAL,161342,41.043534,-92.7968114,10.0,4.7,0.47000000000000003,0.0,0.0,0.0
Monroe County Medical Center,MONROE COUNTY MEDICAL CENTER,180105,36.6987974,-85.67639439999999,35.0,23.4,0.6685714285714285,0.0,0.0,0.0
Monroe Hospital,MONROE HOSPITAL,150183,39.1207087,-86.5719324,21.0,12.9,0.6142857142857143,6.0,4.3,0.7166666666666667
Monroe Regional Hospital,MONROE REGIONAL HOSPITAL,251302,33.8202285,-88.5401419,25.0,20.3,0.812,0.0,0.0,0.0
Monroe Surgical Hospital,MONROE SURGICAL HOSPITAL,190245,32.5359538,-92.1023051,10.0,5.0,0.5,0.0,0.0,0.0
Monrovia Memorial Hospital,MONROVIA MEMORIAL HOSPITAL,052054,34.1487088,-117.9927157,49.0,20.7,0.4224489795918367,4.0,4.0,1.0
Montclair Hospital Medical Center,MONTCLAIR HOSPITAL MEDICAL CENTER,050758,34.0787364,-117.6960075,41.4,34.6,0.8357487922705314,6.3,5.4,0.8571428571428572
Montefiore Medical Center,MONTEFIORE MEDICAL CENTER,330059,40.8798864,-73.8799255,1442.0,1096.1,0.760124826629681,123.0,99.0,0.8048780487804879
Montefiore Mount Vernon Hospital,MONTEFIORE MOUNT VERNON HOSPITAL,330086,40.9127102,-73.8405279,60.0,34.4,0.5733333333333334,0.0,0.0,0.0
Montefiore New Rochelle Hospital,MONTEFIORE NEW ROCHELLE HOSPITAL,330184,40.9128806,-73.78735859999999,79.1,69.6,0.8798988621997471,7.1,5.6,0.7887323943661971
Monterey Park Hospital,MONTEREY PARK HOSPITAL,050736,34.0495478,-118.1383262,61.1,54.4,0.8903436988543371,6.3,6.3,1.0
Montgomery County Memorial Hospital,MONTGOMERY COUNTY MEMORIAL HOSPITAL,161363,41.0275676,-95.215739,23.0,6.9,0.3,9.0,5.3,0.5888888888888889
"Montgomery General Hospital, Inc.","MONTGOMERY GENERAL HOSPITAL, INC",511318,38.1827589,-81.32464170000002,13.9,14.0,1.0071942446043165,0.0,0.0,0.0
Montrose Memorial Hospital,MONTROSE REGIONAL HEALTH,060006,38.4800204,-107.8689388,47.4,26.3,0.5548523206751055,7.7,6.9,0.8961038961038962
Monument Health Custer Hospital,MONUMENT HEALTH CUSTER HOSPITAL,431323,43.7724112,-103.5938424,12.0,6.0,0.5,0.0,0.0,0.0
Monument Health Rapid City Hospital,MONUMENT HEALTH RAPID CITY HOSPITAL,430077,44.0573987,-103.2254116,250.3,242.3,0.9680383539752297,43.4,39.9,0.9193548387096774
Monument Health Spearfish Hospital,MONUMENT HEALTH SPEARFISH HOSPITAL,430048,44.4982456,-103.8606153,15.0,9.4,0.6266666666666667,4.0,0.0,0.0
Monument Health Sturgis Hospital,MONUMENT HEALTH STURGIS HOSPITAL,431321,44.4024947,-103.5073372,25.0,8.1,0.324,0.0,0.0,0.0
Morehouse General Hospital,MOREHOUSE GENERAL HOSPITAL,190116,32.7748904,-91.9171756,11.9,11.9,1.0,0.0,0.0,0.0
Morgan County A.R.H. Hospital,MORGAN COUNTY ARH HOSPITAL,181307,37.9199902,-83.26544539999999,18.0,8.7,0.4833333333333333,0.0,0.0,0.0
Morgan Medical Center,MORGAN MEDICAL CENTER,111304,33.5638963,-83.4816957,25.0,11.6,0.46399999999999997,0.0,0.0,0.0
Morrill County Community Hospital,MORRILL COUNTY COMMUNITY HOSPITAL,281318,41.6617695,-103.0922538,10.0,4.0,0.4,0.0,0.0,0.0
Morris County Hospital,MORRIS COUNTY HOSPITAL,171379,38.6653748,-96.5001386,12.0,4.1,0.3416666666666666,0.0,0.0,0.0
Morris Hospital & Healthcare Centers,MORRIS HOSPITAL & HEALTHCARE CENTERS,140101,41.3698126,-88.42645429999999,89.0,55.0,0.6179775280898876,12.0,7.4,0.6166666666666667
Morrison Community Hospital,MORRISON COMMUNITY HOSPITAL,141329,41.8088234,-89.9577205,10.0,6.9,0.6900000000000001,0.0,0.0,0.0
Morristown Hamblen Hospital Association,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,440030,36.21339,-83.3052586,111.0,91.0,0.8198198198198198,17.0,12.6,0.7411764705882353
Morristown Medical Center,MORRISTOWN MEDICAL CENTER,310015,40.7894006,-74.4656519,732.4,584.4,0.7979246313489896,127.9,82.0,0.6411258795934324
Morrow County Hospital,MORROW COUNTY HOSPITAL,361313,40.5481674,-82.85043189999999,4.4,4.4,1.0,0.0,0.0,0.0
Morton County Hospital,MORTON COUNTY HOSPITAL,170166,37.0019009,-101.9053025,21.0,4.3,0.20476190476190476,0.0,0.0,0.0
Morton Hospital,MORTON HOSPITAL,220073,41.9051446,-71.0952279,111.8,100.8,0.9016100178890877,10.0,6.5,0.65
Morton Plant Hospital,MORTON PLANT HOSPITAL,100127,27.9533568,-82.8028719,500.0,456.7,0.9134,67.0,55.6,0.8298507462686567
Morton Plant North Bay Hospital,MORTON PLANT NORTH BAY HOSPITAL,100063,28.2538944,-82.7145238,242.0,190.9,0.7888429752066116,22.0,20.0,0.9090909090909091
Mosaic Life Care at St. Joseph,MOSAIC LIFE CARE AT ST JOSEPH,260006,39.7732177,-94.77101789999999,239.4,239.4,1.0,24.0,19.9,0.8291666666666666
Mosaic Medical Center – Maryville,MOSAIC MEDICAL CENTER - MARYVILLE,260050,40.3258612,-94.8763757,26.4,20.0,0.7575757575757576,0.0,0.0,0.0
Mosaic Medical Center Albany,MOSAIC MEDICAL CENTER ALBANY,261328,40.25277519999999,-94.3243277,12.6,11.0,0.873015873015873,0.0,0.0,0.0
Moses Taylor Hospital,MOSES TAYLOR HOSPITAL,390119,41.4104922,-75.65099339999999,92.9,92.3,0.9935414424111947,4.0,5.1,1.275
Mosiac Life Care at St. Joseph,MOSIAC LIFE CARE AT ST JOSEPH,262019,39.7732177,-94.77101789999999,26.4,25.4,0.9621212121212122,0.0,0.0,0.0
Moundview Memorial Hospital and Clinics,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,521309,43.9744507,-89.82130749999999,10.0,7.4,0.74,0.0,0.0,0.0
Mount Auburn Hospital,MOUNT AUBURN HOSPITAL,220002,42.3742023,-71.1342178,189.4,175.0,0.9239704329461457,16.1,11.4,0.7080745341614907
Mount Carmel New Albany Surgical Hospital,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,360266,40.086618,-82.7906187,30.0,12.6,0.42,0.0,0.0,0.0
Mount Carmel St. Ann’s,MOUNT CARMEL ST ANN'S,360012,40.11541,-82.944743,202.6,184.4,0.9101678183613031,22.3,18.7,0.8385650224215246
Mount Desert Island Hospital,MOUNT DESERT ISLAND HOSPITAL,201304,44.385177,-68.202002,25.0,4.3,0.172,0.0,0.0,0.0
Mount Grant General Hospital,MOUNT GRANT GENERAL HOSPITAL,291300,38.5169515,-118.6279266,11.0,4.9,0.4454545454545455,0.0,0.0,0.0
Mount Nittany Medical Center,MOUNT NITTANY MEDICAL CENTER,390268,40.8190073,-77.8434482,150.0,130.3,0.8686666666666667,12.0,6.7,0.5583333333333333
Mount Pleasant Hospital,MOUNT PLEASANT HOSPITAL,420104,32.8781097,-79.7681281,74.0,38.0,0.5135135135135135,10.0,6.3,0.63
Mount Sinai Beth Israel,MOUNT SINAI BETH ISRAEL,330169,40.7326656,-73.9815974,404.0,317.7,0.7863861386138613,45.0,41.6,0.9244444444444445
Mount Sinai Hospital,MOUNT SINAI HOSPITAL,330024,40.789241,-73.9545211,1235.0,945.6,0.765668016194332,128.0,109.3,0.85390625
Mount Sinai Medical Center,MOUNT SINAI MEDICAL CENTER,100034,25.8132587,-80.1414604,409.0,347.3,0.8491442542787286,104.7,68.1,0.650429799426934
Mount Sinai South Nassau,MOUNT SINAI SOUTH NASSAU,330198,40.6528352,-73.63057049999999,375.0,298.3,0.7954666666666667,28.0,18.7,0.6678571428571428
Mount Sinai West,MOUNT SINAI WEST,330046,40.7699982,-73.9874797,722.3,588.9,0.8153121971479995,68.9,60.6,0.8795355587808418
Mount St. Mary’s Hospital and  Health Center,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,330188,43.1537841,-79.03307559999999,72.0,54.3,0.7541666666666667,12.0,11.0,0.9166666666666666
Mountain Lakes Medical Center,MOUNTAIN LAKES MEDICAL CENTER,111336,34.892413,-83.393559,20.0,6.9,0.34500000000000003,4.0,0.0,0.0
Mountain View Hospital,MOUNTAIN VIEW HOSPITAL,460013,40.0440325,-111.7142352,112.0,32.6,0.2910714285714286,12.0,7.1,0.5916666666666667
Mountain View Regional Medical Center,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,320085,32.3228856,-106.7283179,142.0,121.9,0.8584507042253522,24.0,24.0,1.0
Mountain Vista Medical Center,"MOUNTAIN VISTA MEDICAL CENTER, LP",030121,33.3914626,-111.6120874,167.0,107.3,0.6425149700598802,28.1,16.7,0.594306049822064
Mountain West Medical Center,MOUNTAIN WEST MEDICAL CENTER,460014,40.5664267,-112.297949,26.7,11.6,0.4344569288389513,4.0,4.1,1.025
Mountains Community Hospital,MOUNTAINS COMMUNITY HOSPITAL,051312,34.2653942,-117.168661,15.6,7.1,0.4551282051282051,0.0,0.0,0.0
Mountainview Hospital,MOUNTAINVIEW HOSPITAL,290039,36.2155456,-115.2487979,457.7,457.7,1.0,48.9,47.9,0.9795501022494888
Mountainview Medical Center,MOUNTAINVIEW MEDICAL CENTER,271306,46.5479022,-110.9046523,25.0,0.0,0.0,0.0,0.0,0.0
Mountrail County Medical Center Inc.,MOUNTRAIL COUNTY MEDICAL CENTER INC,351301,48.3112245,-102.3800896,11.0,0.0,0.0,0.0,0.0,0.0
Mt. Ascutney Hospital,MT ASCUTNEY HOSPITAL,471302,43.4870908,-72.4028821,35.0,28.9,0.8257142857142856,0.0,0.0,0.0
Mt. San Rafael Hospital,MT SAN RAFAEL HOSPITAL,061321,37.173196,-104.4875252,21.0,6.0,0.2857142857142857,4.0,0.0,0.0
Mt. Sinai Hospital Medical Center,MT SINAI HOSPITAL MEDICAL CENTER,140018,41.86124,-87.663252,151.3,143.4,0.9477858559153999,34.0,30.6,0.9
Mt. Graham Regional Medical Center,MT. GRAHAM REGIONAL MEDICAL CENTER,030068,32.822625,-109.734994,0.0,0.0,0.0,0.0,0.0,0.0
